"incident_id","category","subcategory","product","vendor","confidence_score","self_resolved","rationale","keywords_identified","root_cause_indicator","root_cause"
"INC47979542","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket explicitly states no help desk support was needed and was self-resolved.","['self-resolved', 'no help desk']","User_Error","User corrected own steps/configuration; issue resolved without assistance."
"INC47979533","EndUserSupport","SupportRequests","How-To/Config Questions","Microsoft","0.8","False","Request is for general information and troubleshooting about Microsoft Copilot, which fits user support/how-to.","['Microsoft Copilot', 'information', 'troubleshooting']","User_Error","User requested guidance/troubleshooting for Microsoft Copilot usage/configuration."
"INC47979579","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Ticket states the issue was self-resolved and did not require help desk.","['self-resolved', 'no help desk']","User_Error","User addressed the issue independently; no technical intervention needed."
"INC47979529","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.95","False","User cannot log in; message indicates account is locked—matches account lockout.","[""can't log in"", 'account locked', 'Windows', 'laptop']","Security","Account locked, likely due to multiple failed login attempts or lockout policy."
"INC47979585","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly marked as self-resolved with no help desk support needed.","['self-resolved', 'no help desk']","User_Error","User resolved the issue without assistance; likely corrected own actions."
"INC47979604","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly indicates self-resolved incident.","['self-resolved', 'no help desk']","User_Error","User addressed the issue independently; no further cause provided."
"INC47979652","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Explicitly indicates self-resolved incident with no support needed.","['self-resolved', 'no help desk']","User_Error","User corrected own steps/configuration; issue closed without assistance."
"INC47979524","EndpointManagement","Security_Baselines","Disk Encryption","Microsoft","0.9","False","BitLocker is disk encryption; prompting for recovery key after startup fits disk encryption issue.","['BitLocker', 'recovery key', 'startup', 'TPM']","Configuration","BitLocker recovery prompt triggered by TPM/BIOS state change or policy enforcement after startup."
"INC47979565","ProcessInformational","OperationalEvents","Informational Ticket","","0.7","False","Terminated Asset Recovery (TAR) Process appears to be an informational/operational tracking ticket rather than a technical issue.","['Terminated Asset Recovery', 'TAR', 'process']","Unknown","Informational tracking for TAR process; no technical causation specified."
"INC47979537","UserAccessAuthentication","IdentityAccess","Password Reset","Microsoft","0.95","False","Change/reset MS domain password is a standard identity access password reset request.","['password reset', 'MS domain', 'Windows']","User_Error","User needs to reset/changed domain password (forgot or expired)."
"INC47979712","ProcessInformational","OperationalEvents","Informational Ticket","","0.98","False","Ticket explicitly states it is an informational/self-service ticket with no further support needed, which maps to ProcessInformational → OperationalEvents → Informational Ticket.","['self-service', 'information ticket', 'no support needed']","Unknown","Informational ticket only; no incident to troubleshoot."
"INC47979614","Software","OSProblems","Other","","0.75","False","Windows Search is a core Windows OS component; issues around search options/behavior align with Software → OSProblems.","['Windows', 'Search', 'options', 'issues']","Configuration","Windows Search settings/options likely misconfigured causing search issues."
"INC47979723","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Description states no Help Desk support needed and self-resolved, which maps to ProcessInformational → OperationalEvents → User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User corrected their own steps/settings without assistance."
"INC47979526","WebApplications","Data_API","Token/Auth Failures","IBM","0.85","False","Unable to login to COSMOS indicates an authentication problem in an application, mapping to WebApplications → Data_API → Token/Auth Failures.","['COSMOS', 'IBM', 'unable to login']","Security","Authentication failure when attempting to sign in to COSMOS."
"INC47979597","Network","VPN_RemoteAccess","Cisco Secure","Cisco","0.95","False","User cannot connect to VPN or network (Cisco) on Windows; this aligns with Network → VPN_RemoteAccess with Cisco Secure client.","['VPN', 'Cisco', 'Windows', 'cannot connect']","Infrastructure","Network connectivity/VPN endpoint issues preventing Cisco Secure client from establishing a tunnel."
"INC47979751","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly marked as self-resolved with no Help Desk support needed, mapping to ProcessInformational → OperationalEvents → User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User took corrective action and resolved the issue independently."
"INC47979755","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly marked as self-resolved with no Help Desk support needed, mapping to ProcessInformational → OperationalEvents → User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User took corrective action and resolved the issue independently."
"INC47979763","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly marked as self-resolved with no Help Desk support needed, mapping to ProcessInformational → OperationalEvents → User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User took corrective action and resolved the issue independently."
"INC47979768","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Explicitly marked as self-resolved with no Help Desk support needed, mapping to ProcessInformational → OperationalEvents → User Self-Resolved.","['self-resolved', 'no support needed']","User_Error","User took corrective action and resolved the issue independently."
"INC47979687","WebApplications","Data_API","Token/Auth Failures","","0.9","False","Sparq Online login failure indicates an authentication issue in a web application, mapping to WebApplications → Data_API → Token/Auth Failures.","['Sparq Online', 'unable to login']","Security","Authentication failure when attempting to sign in to Sparq Online."
"INC47979494","ProcessInformational","OperationalEvents","Power Outage","","0.95","False","Explicitly states Power Outage impacting internet; fits informational operational event: Power Outage.","['internet', 'windows', 'Power Outage']","Infrastructure","Power outage disrupted internet connectivity."
"INC47979869","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979880","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979900","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979744","UserAccessAuthentication","IdentityAccess","MFA/SSO Issues","","0.75","False","""Unable to login on Island"" indicates authentication/SSO issue for that application; IdentityAccess fits.","['Island', 'unable to login']","Security","Authentication/SSO problem preventing login to Island application."
"INC47979926","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979927","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979745","Hardware","LostStolenDevice","Other","","0.85","False","""lost flic button"" is a missing physical device; Lost/Stolen Device fits; use Other since device type not listed.","['OSV', 'flic button', 'lost']","User_Error","User misplaced/lost Flic button peripheral."
"INC47979829","Network","VPN_RemoteAccess","Cisco Secure","","0.8","False","Mentions access to network and Cisco VPN on Windows over AT&T Wi-Fi; aligns with VPN remote access (Cisco Secure).","['Cisco VPN', 'Windows', 'AT&T', 'wifi', 'Access to the Network']","Infrastructure","Wi-Fi/ISP conditions likely causing issues connecting to Cisco VPN."
"INC47979947","ProcessInformational","OperationalEvents","User Self-Resolved","","0.98","True","Ticket explicitly says no help desk needed and self-resolved; matches User Self-Resolved.","['self-resolved', 'No Help Desk support needed']","Unknown","Issue resolved by user without details provided."
"INC47979896","UserAccessAuthentication","IdentityAccess","Account Lockout","","0.8","False","User reports being unable to login and asks how to reactivate MSID, indicating the account is likely locked or deactivated.","['unable to login', 'reactivate MSID', 'Windows', 'account']","Security","MSID account locked or deactivated leading to Windows login failure."
"INC47979968","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47979975","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47979995","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47980019","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47980022","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47980024","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47979692","Hardware","DeviceFailure","Laptop","","0.75","False","""Not Charging or No Power"" is a core device issue typically associated with a laptop battery or power adapter.","['hardware', 'not charging', 'no power', 'device failure']","Infrastructure","Power adapter or battery failure causing the device not to charge or power on."
"INC47980045","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47980046","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Incident explicitly states no Help Desk support is needed and it was self-resolved.","['self-resolved', 'no help desk support']","User_Error","User corrected the issue themselves; likely minor usage or configuration issue."
"INC47979600","Hardware","PeripheralMalfunction","Docking Station","","0.82","False","External monitors connected via a docking station are not displaying; points to a dock-related peripheral malfunction.","['Docking station', 'external monitors', 'not coming on']","Infrastructure","Docking station not providing video signal to external monitors (possible cable/port issue or faulty dock)."
"INC47980074","ProcessInformational","OperationalEvents","Informational Ticket","","0.96","True","Ticket explicitly states it is informational/self-service and no support is required.","['Self-Service', 'Information ticket', 'no further support needed']","Unknown","Informational-only submission; no incident to resolve."
"INC47979477","ProcessInformational","OperationalEvents","User Self-Resolved","","0.95","True","Description states the issue was self-resolved and help desk support is not needed.","['self-resolved', 'No Help Desk support needed']","User_Error","User corrected the issue independently; likely initial user/action error."
